,username,name,sex,address,mail,birthdate,fields_of_tech,music,peronality_type,technology,hobbies
855,bmcdowell,Christopher Shepard,M,"67488 Marvin Land Suite 671
Bonniemouth, GA 63282",omaldonado@hotmail.com,2001-11-25,1.1011101100100001e+43,Sitters,The Giver – ENFJ,"['ECE', 'CSE', 'AE']","['Exploration', 'Videography', 'Cooking', 'Fitness', 'Sports', 'Gaming', 'Crafting', 'Reading']"
856,nicholsonmegan,Angelica Williams,F,"957 Kimberly Throughway
East Joy, VA 83512",deleonandrew@yahoo.com,1944-09-23,1.111010101001011e+42,Sitters,Visionary – ENTP,"['CSE', 'AE']","['Exploration', 'Writing', 'Videography', 'Fitness', 'Sports', 'Collecting', 'Photography', 'Crafting', 'Traveling', 'Reading']"
857,justinpage,Samantha Conner,F,"72731 Brooks Wells Suite 129
Phillipsburgh, TX 31533",avilamark@hotmail.com,1933-02-20,1.111010001e+43,Standers,The Performer – ESFP,"['CHEMICAL. E', 'CIV', 'CSE', 'AE']","['Writing', 'Videography', 'Fitness', 'Sports', 'Gaming', 'Gardening', 'Music', 'Collecting', 'Photography', 'Reading']"
858,margaretharrington,Joshua Cook,M,"178 Peter Ford Apt. 150
Kevinport, WV 59557",jessicaanderson@yahoo.com,1911-03-03,1.0110110000111112e+43,Standers,The Champion – ENFP,['AE'],"['Sports', 'Gaming', 'Gardening', 'Collecting', 'Photography', 'Crafting', 'Traveling', 'Reading']"
859,projas,Mark Coleman,M,"29247 Serrano Island Apt. 662
Woodsmouth, WV 46523",hendrixmelissa@hotmail.com,2008-01-08,1.110110011010111e+42,Seekers,Composer – ISFP,"['ME', 'AE']","['Exploration', 'Writing', 'Videography', 'Cooking', 'Fitness', 'Sports', 'Gardening', 'Traveling', 'Reading']"
860,zgray,Carlos Oliver,M,"185 Hudson Road Apt. 990
Lake Adam, RI 30655",onealmary@hotmail.com,1957-01-04,1.0110110010001e+43,Standers,The Inspector – ISTJ,"['CHEMICAL. E', 'ECE', 'ME', 'CSE', 'AE']","['Cooking', 'Fitness', 'Sports', 'Music', 'Traveling', 'Reading']"
861,berryaaron,Steven Webb,M,"4814 Brad Points Suite 232
Mccartytown, SD 67361",angelavalencia@hotmail.com,1957-12-27,1.0000000010011e+42,Seekers,The Commander – ENTJ,['AE'],"['Writing', 'Videography', 'Sports', 'Gardening', 'Music', 'Collecting', 'Traveling', 'Reading']"
862,hannahbarker,Thomas Martinez,M,"831 Christopher Stravenue
North Mary, NC 18928",zdaugherty@yahoo.com,1917-02-20,1.0000011100010012e+42,Seekers,The Craftsman – ISTP,"['CIV', 'CSE', 'AE']","['Writing', 'Videography', 'Cooking', 'Fitness', 'Photography', 'Crafting', 'Traveling', 'Reading']"
863,austin50,Leslie Hensley,F,"USS Bennett
FPO AE 98875",smithadam@yahoo.com,1938-02-09,1.00010101000001e+43,Sitters,The Mastermind – INTJ,"['ECE', 'CIV', 'ME', 'AE']","['Videography', 'Cooking', 'Sports', 'Gaming', 'Gardening', 'Music', 'Photography', 'Traveling', 'Reading']"
864,janetvega,Jeff Andrade,M,"USNS Olson
FPO AP 77491",mannalicia@hotmail.com,2007-04-05,1.111000010111111e+42,Sitters,The Commander – ENTJ,"['CHEMICAL. E', 'ECE', 'CIV', 'AE']","['Exploration', 'Cooking', 'Sports', 'Music', 'Collecting', 'Traveling', 'Reading']"
865,bbaker,Alexander Martinez,M,"5620 Leah Glen
Rebeccaport, NY 75543",hectorsingh@yahoo.com,1967-06-07,1.0110110101010102e+43,Standers,The Provider – ESFJ,"['ECE', 'ME', 'CSE', 'AE']","['Exploration', 'Videography', 'Cooking', 'Gaming', 'Music', 'Collecting', 'Crafting', 'Traveling', 'Reading']"
866,ashleyholt,Jill Blankenship,F,"024 Luke Place Apt. 576
New Andrea, SD 75992",johnsoncynthia@gmail.com,2007-03-29,1.100001100101111e+43,Sitters,The Giver – ENFJ,"['ECE', 'AE']","['Writing', 'Sports', 'Photography', 'Crafting', 'Traveling', 'Reading']"
867,richardrichardson,Jessica Vance,F,"585 Harmon Estates Suite 437
New Christopherbury, IL 94308",egrant@gmail.com,1989-05-16,1.000101100101101e+41,Standers,The Thinker – INTP,"['CHEMICAL. E', 'ME', 'AE']","['Exploration', 'Cooking', 'Gaming', 'Gardening', 'Music', 'Collecting', 'Photography', 'Reading']"
868,lowerycolin,John Lowe,M,"9210 Kristine Route Apt. 360
West Charlesfurt, PA 69873",brentcarson@hotmail.com,2013-02-09,1.1001100110010111e+43,Standers,The Supervisor – ESTJ,"['CIV', 'ME', 'AE']","['Writing', 'Videography', 'Cooking', 'Fitness', 'Gaming', 'Gardening', 'Collecting', 'Photography', 'Traveling', 'Reading']"
869,kyle02,Caitlin Walker,F,"4288 Scott Meadows
North Matthew, FL 99111",jeffery43@gmail.com,1969-08-10,1.11110111000111e+43,Sitters,The Performer – ESFP,"['CHEMICAL. E', 'AE']","['Gardening', 'Music', 'Collecting', 'Photography', 'Crafting', 'Traveling', 'Reading']"
870,ambergibson,Gregory Hampton,M,"PSC 4438, Box 5150
APO AE 86615",kendrarogers@hotmail.com,1949-09-11,1.0001110110010111e+43,Standers,The Nurturer – ISFJ,"['CHEMICAL. E', 'ME', 'CSE', 'AE']","['Writing', 'Videography', 'Sports', 'Gardening', 'Collecting', 'Photography', 'Crafting', 'Reading']"
871,tanya91,William Stevens,M,"542 Boone Glens
Port Thomas, CA 88019",josephvaughn@yahoo.com,1906-06-23,1.111101101100111e+42,Standers,The Thinker – INTP,"['CSE', 'AE']","['Videography', 'Fitness', 'Sports', 'Gaming', 'Music', 'Collecting', 'Photography', 'Reading']"
872,jessica44,Brittany Duke,F,"00025 Collins Crescent
Wrightborough, IA 74609",tyler98@yahoo.com,1960-11-23,1.011010110000011e+39,Sitters,The Supervisor – ESTJ,"['CSE', 'AE']","['Cooking', 'Fitness', 'Gaming', 'Gardening', 'Music', 'Collecting', 'Reading']"
873,qlewis,Shane Grant,M,"7270 Hunter Hills Apt. 229
Simpsontown, DE 69359",ellismichael@hotmail.com,1925-08-14,1.1110100000010011e+43,Sitters,Visionary – ENTP,"['CHEMICAL. E', 'CIV', 'CSE', 'AE']","['Cooking', 'Sports', 'Gaming', 'Photography', 'Reading']"
874,bennettrobin,Jacob Nelson,M,"7891 Liu Plains Apt. 267
Brownville, MI 75896",fhuff@yahoo.com,1931-03-19,1.0000011101011011e+43,Sitters,The Inspector – ISTJ,"['ME', 'CSE', 'AE']","['Sports', 'Gaming', 'Gardening', 'Music', 'Reading']"
875,michelle10,Melissa Cunningham,F,"240 Andrea Ranch Apt. 061
East Zachary, NV 20004",jeffrey60@yahoo.com,1981-12-02,1.100010011010111e+41,Sitters,The Provider – ESFJ,"['ME', 'AE']","['Gaming', 'Collecting', 'Photography', 'Reading']"
876,melissa06,Dana Hawkins,F,"7645 Harmon Circles
Port Isaiah, CO 06882",millergary@gmail.com,1950-10-06,1.1111001010011011e+43,Standers,The Supervisor – ESTJ,"['ECE', 'CIV', 'CSE', 'AE']","['Exploration', 'Videography', 'Cooking', 'Sports', 'Gardening', 'Photography', 'Crafting', 'Reading']"
877,phillipstimothy,Heidi Mcdowell,F,"6971 Walker Mountain
Jodyborough, MN 35567",selena59@yahoo.com,1907-08-20,1.10001001110011e+42,Standers,The Provider – ESFJ,"['CIV', 'ME', 'AE']","['Exploration', 'Videography', 'Fitness', 'Music', 'Photography', 'Crafting', 'Traveling', 'Reading']"
878,mduran,Annette Carlson,F,"37395 Bennett Views Suite 705
Ewingmouth, MA 94599",danielsandrew@gmail.com,1908-01-20,1.1011010100011102e+40,Standers,Composer – ISFP,"['CSE', 'AE']","['Cooking', 'Sports', 'Gardening', 'Music', 'Photography', 'Traveling', 'Reading']"
879,april06,Gary Rice,M,"6952 Johnson Pass
South Jodi, KY 29840",buckleychristopher@gmail.com,2018-08-09,1.0111110100101001e+43,Sitters,The Mastermind – INTJ,"['CIV', 'ME', 'CSE', 'AE']","['Writing', 'Cooking', 'Fitness', 'Sports', 'Gardening', 'Traveling', 'Reading']"
880,jessemcconnell,Eric Rowe,M,"584 Linda Throughway Apt. 677
East Coryport, OR 79429",james98@yahoo.com,2007-02-03,1.1101010000010001e+41,Seekers,The Mastermind – INTJ,"['CHEMICAL. E', 'CIV', 'CSE', 'AE']","['Videography', 'Cooking', 'Fitness', 'Photography', 'Traveling', 'Reading']"
881,fsantana,Nichole Yates,F,"8635 Ruiz Course
Hudsonport, KS 22360",gtorres@yahoo.com,1947-08-02,1.0110000101110001e+43,Sitters,The Commander – ENTJ,"['CIV', 'ME', 'CSE', 'AE']","['Exploration', 'Writing', 'Cooking', 'Fitness', 'Collecting', 'Photography', 'Crafting', 'Reading']"
882,teresa62,Robert Roberts,M,"PSC 7077, Box 7598
APO AA 05494",williamsselena@yahoo.com,1945-05-28,1.10001110000011e+43,Sitters,The Craftsman – ISTP,"['ECE', 'CIV', 'CSE', 'AE']","['Writing', 'Videography', 'Fitness', 'Collecting', 'Photography', 'Reading']"
883,hgonzales,Carla Love,F,"393 Casey Parkways
Taylortown, AR 80351",terricollier@yahoo.com,1964-10-22,1.111101111001101e+42,Standers,The Doer – ESTP,"['ECE', 'ME', 'AE']","['Exploration', 'Writing', 'Videography', 'Fitness', 'Collecting', 'Photography', 'Crafting', 'Traveling', 'Reading']"
884,matthew98,Bob Jones,M,"90439 Jeremiah Knolls
West Jamie, DC 86553",tyronealvarez@hotmail.com,1915-02-14,1.0100111101011101e+42,Sitters,Visionary – ENTP,"['CHEMICAL. E', 'ECE', 'ME', 'AE']","['Videography', 'Cooking', 'Fitness', 'Sports', 'Gaming', 'Gardening', 'Collecting', 'Reading']"
885,mathew11,Barry Smith,M,"7769 Daniel Meadow
North Stevenville, WV 52566",michaellevy@gmail.com,1971-12-04,1.001110001101e+40,Seekers,The Performer – ESFP,"['ECE', 'CIV', 'ME', 'CSE', 'AE']","['Writing', 'Videography', 'Fitness', 'Sports', 'Gardening', 'Music', 'Collecting', 'Photography', 'Traveling', 'Reading']"
886,dburton,Charles Smith,M,"9229 Lisa Bypass Suite 914
North Ronaldbury, AR 78322",cohenkimberly@hotmail.com,2000-06-21,1.1001101011110001e+43,Seekers,The Inspector – ISTJ,"['ECE', 'CIV', 'ME', 'CSE', 'AE']","['Cooking', 'Gaming', 'Collecting', 'Crafting', 'Traveling', 'Reading']"
887,vanessamoreno,Katherine Bates,F,"85311 Sanchez Ranch Suite 488
New Richardfurt, AR 34752",jermainerobertson@hotmail.com,1978-09-15,1.101101010000111e+43,Standers,The Thinker – INTP,"['ME', 'AE']","['Writing', 'Cooking', 'Sports', 'Gardening', 'Collecting', 'Photography', 'Crafting', 'Traveling', 'Reading']"
888,zyoung,Benjamin Pitts,M,"2452 Benjamin Forks
Port Madeline, WY 21912",gjackson@hotmail.com,2001-02-08,1.100101010111e+43,Seekers,The Inspector – ISTJ,"['CHEMICAL. E', 'ECE', 'CIV', 'ME', 'CSE', 'AE']","['Exploration', 'Writing', 'Videography', 'Photography', 'Reading']"
889,ryoung,Jason Lawson,M,"14827 Lucas Fork
Davisbury, AZ 93246",jillcollins@yahoo.com,1984-09-30,1.1001011001011001e+43,Standers,The Nurturer – ISFJ,"['ME', 'AE']","['Exploration', 'Fitness', 'Music', 'Photography', 'Crafting', 'Traveling', 'Reading']"
890,vholland,Javier York,M,"169 Tyler Branch
South Cherylland, IN 32128",nfreeman@hotmail.com,1933-03-02,1.101001110010101e+42,Sitters,The Doer – ESTP,"['CIV', 'AE']","['Videography', 'Cooking', 'Sports', 'Music', 'Collecting', 'Crafting', 'Traveling', 'Reading']"
891,aburns,Casey Ross,F,"5817 Graham Camp Suite 731
Elizabethchester, TN 09055",markadkins@hotmail.com,2002-06-18,1.101110110011101e+42,Seekers,The Mastermind – INTJ,"['CIV', 'ME', 'CSE', 'AE']","['Writing', 'Fitness', 'Sports', 'Gaming', 'Gardening', 'Collecting', 'Photography', 'Crafting', 'Traveling', 'Reading']"
892,hmoyer,Ian Peterson,M,"766 Johnson Camp
Ashleyside, SD 88245",rrichards@yahoo.com,1998-08-08,1.011101110101011e+38,Seekers,The Supervisor – ESTJ,"['CIV', 'ME', 'CSE', 'AE']","['Writing', 'Videography', 'Fitness', 'Sports', 'Gaming', 'Gardening', 'Traveling', 'Reading']"
893,tarajohnson,Henry Mcclure,M,"65668 Miller Crossroad Apt. 328
Katherineshire, NV 75560",josephsnyder@gmail.com,2009-06-08,1.1100001000000012e+42,Sitters,The Craftsman – ISTP,"['CIV', 'CSE', 'AE']","['Videography', 'Fitness', 'Gaming', 'Gardening', 'Music', 'Collecting', 'Photography', 'Crafting', 'Traveling', 'Reading']"
894,nodonnell,Craig Moody,M,"3840 Mccarthy Place Apt. 457
Jeremiahside, AZ 40328",roger99@yahoo.com,1911-06-03,1.100101010011011e+41,Standers,The Idealist – INFP,"['CIV', 'ME', 'CSE', 'AE']","['Writing', 'Videography', 'Fitness', 'Gaming', 'Gardening', 'Music', 'Collecting', 'Traveling', 'Reading']"
895,perezsarah,Steven Brown,M,"549 Michael Summit Suite 678
Millerview, ID 28952",claireshepherd@gmail.com,1928-09-22,1.000100110101e+42,Sitters,The Giver – ENFJ,"['CHEMICAL. E', 'ECE', 'CIV', 'ME', 'CSE', 'AE']","['Videography', 'Sports', 'Gardening', 'Music', 'Photography', 'Reading']"
896,martinezlisa,Lisa Merritt,F,"PSC 0658, Box 2749
APO AA 64504",terri54@yahoo.com,1995-10-08,1.111001001110111e+38,Sitters,The Idealist – INFP,['AE'],"['Writing', 'Cooking', 'Fitness', 'Collecting', 'Photography', 'Traveling', 'Reading']"
897,banderson,Jamie Cain,F,"84963 Stacy Via Apt. 195
North Amy, LA 95117",scottharper@yahoo.com,1947-09-01,1.1111110100110101e+41,Sitters,The Commander – ENTJ,"['ECE', 'CIV', 'CSE', 'AE']","['Videography', 'Fitness', 'Sports', 'Music', 'Collecting', 'Crafting', 'Reading']"
898,ngreen,Joseph Riley,M,"76357 Christopher Bypass
Mckayberg, CT 77183",antonionorman@yahoo.com,1908-09-21,1.1010111110001101e+43,Sitters,The Inspector – ISTJ,['AE'],"['Exploration', 'Videography', 'Fitness', 'Sports', 'Gardening', 'Music', 'Photography', 'Crafting', 'Reading']"
899,andersonbrian,Chelsea Murphy PhD,F,"70885 Guerra Mission Suite 381
South Debra, WV 44923",smithangela@hotmail.com,1918-04-06,1.00110111100101e+43,Standers,Composer – ISFP,"['CIV', 'CSE', 'AE']","['Exploration', 'Fitness', 'Sports', 'Gardening', 'Collecting', 'Reading']"
900,nstephens,Barry Peterson,M,"661 Kerr Pine Apt. 769
Marshallhaven, WI 55539",mcdowelledwin@hotmail.com,1998-09-30,1.0000100000111112e+41,Standers,The Craftsman – ISTP,"['CIV', 'ME', 'AE']","['Writing', 'Videography', 'Fitness', 'Gardening', 'Music', 'Crafting', 'Traveling', 'Reading']"
901,millerjames,Luis Duran,M,"3592 Thornton Neck
Lake Kathleenport, MN 03184",danielcollins@yahoo.com,1956-04-29,1.11000010110111e+43,Standers,The Champion – ENFP,['AE'],"['Exploration', 'Writing', 'Videography', 'Fitness', 'Gardening', 'Collecting', 'Photography', 'Crafting', 'Traveling', 'Reading']"
902,wbean,Megan Valencia,F,"025 Baldwin Junctions Suite 548
North Jasonmouth, CT 11533",jordancourtney@hotmail.com,1955-01-20,1.1010000011011e+40,Seekers,Composer – ISFP,"['ECE', 'CIV', 'AE']","['Exploration', 'Writing', 'Cooking', 'Sports', 'Gaming', 'Music', 'Crafting', 'Reading']"
903,charlotte16,Daniel Miller,M,"991 Rose Courts Apt. 505
Taylorberg, OK 85041",sarah41@yahoo.com,1946-05-21,1.011100101101111e+43,Seekers,The Nurturer – ISFJ,"['ECE', 'AE']","['Cooking', 'Fitness', 'Gaming', 'Gardening', 'Photography', 'Crafting', 'Traveling', 'Reading']"
904,veronicahorn,Vanessa Lewis,F,"07737 Miller Locks Suite 001
Kenttown, DC 69326",fisherteresa@yahoo.com,1985-12-03,1.01100010010001e+42,Standers,The Idealist – INFP,"['CHEMICAL. E', 'ECE', 'AE']","['Sports', 'Music', 'Collecting', 'Photography', 'Traveling', 'Reading']"
905,patrickmontgomery,Mary Santiago,F,"9809 Conrad Club
Danielchester, ME 89778",diazjoseph@yahoo.com,1945-11-11,1.0010010111001011e+43,Seekers,The Supervisor – ESTJ,"['CIV', 'ME', 'AE']","['Cooking', 'Fitness', 'Gardening', 'Collecting', 'Traveling', 'Reading']"
906,smithcynthia,Leslie Griffith,F,"9402 Veronica Lane Suite 543
Melissamouth, KY 24331",omitchell@hotmail.com,1913-07-23,1.000001001101e+42,Seekers,The Nurturer – ISFJ,['AE'],"['Cooking', 'Sports', 'Gardening', 'Music', 'Crafting', 'Reading']"
907,ashleybright,Michael Brooks,M,"6520 Michael Fork
Hesterville, ME 75485",broy@gmail.com,2019-07-26,1.0111001001011101e+42,Sitters,The Mastermind – INTJ,"['ECE', 'CSE', 'AE']","['Cooking', 'Sports', 'Gardening', 'Collecting', 'Photography', 'Crafting', 'Traveling', 'Reading']"
908,jamesfloyd,Daniel Hill,M,"6740 Sarah Run
West Laurenmouth, VT 17477",karasullivan@yahoo.com,1949-03-06,1.0000101011011101e+43,Seekers,The Idealist – INFP,"['CSE', 'AE']","['Writing', 'Cooking', 'Fitness', 'Gardening', 'Music', 'Collecting', 'Reading']"
909,psims,Sarah Newman,F,"8880 Castillo Street Apt. 826
Garyberg, OH 37092",mmarquez@yahoo.com,1981-11-15,1.0111100111e+42,Standers,Composer – ISFP,"['CHEMICAL. E', 'CIV', 'ME', 'CSE', 'AE']","['Sports', 'Gardening', 'Music', 'Collecting', 'Photography', 'Crafting', 'Traveling', 'Reading']"
910,delgadoanthony,Michael Palmer,M,"93817 Robert Mall
New Erika, LA 02607",bpitts@gmail.com,1928-11-10,1.011011001101011e+42,Sitters,Composer – ISFP,"['CHEMICAL. E', 'ECE', 'CIV', 'CSE', 'AE']","['Writing', 'Videography', 'Cooking', 'Sports', 'Gardening', 'Traveling', 'Reading']"
911,fergusoncynthia,Gary Griffin,M,"2004 John Meadows Apt. 437
South Lawrencebury, DE 91727",tina25@hotmail.com,1927-02-07,1.0010011010011001e+41,Standers,The Doer – ESTP,"['CSE', 'AE']","['Writing', 'Cooking', 'Gaming', 'Gardening', 'Photography', 'Crafting', 'Traveling', 'Reading']"
912,kennethjohnson,Anthony Allen,M,"82674 Mckenzie Avenue
West Marcmouth, SC 22078",heatherhartman@hotmail.com,1984-05-14,1.1110101100100011e+43,Seekers,The Supervisor – ESTJ,"['CSE', 'AE']","['Writing', 'Sports', 'Gaming', 'Gardening', 'Music', 'Collecting', 'Photography', 'Reading']"
913,daniellegeorge,Krystal Fisher,F,"959 David Mount Suite 259
Johnsonland, OH 16542",andrew25@gmail.com,1972-06-01,1.1000110010110101e+41,Seekers,The Doer – ESTP,"['ME', 'CSE', 'AE']","['Writing', 'Videography', 'Cooking', 'Fitness', 'Photography', 'Crafting', 'Reading']"
914,rodriguezstephen,Jacqueline Johnson,F,"49724 Shelton Bridge
Newtonberg, TN 12262",joneskenneth@gmail.com,2016-10-21,1.1010101111101012e+41,Seekers,The Giver – ENFJ,"['CHEMICAL. E', 'ECE', 'CSE', 'AE']","['Cooking', 'Sports', 'Gaming', 'Collecting', 'Photography', 'Reading']"
915,hartmankenneth,Tiffany Meyer,F,"0379 Roberts Ramp Suite 653
Matthewport, KS 66814",brittanyferrell@gmail.com,1918-11-18,1.100010011101111e+38,Seekers,The Commander – ENTJ,['AE'],"['Videography', 'Gaming', 'Music', 'Photography', 'Reading']"
916,elizabethpeterson,Mitchell Swanson,M,"7844 Derek Ridges Suite 413
North Heathertown, OK 93763",bradleyreeves@gmail.com,1956-04-24,1.110111110000011e+42,Seekers,The Giver – ENFJ,"['ME', 'AE']","['Fitness', 'Gardening', 'Music', 'Photography', 'Traveling', 'Reading']"
917,harriskelly,Robert Barnes,M,"51602 George Burg Apt. 949
North Robert, NJ 33716",zachary21@gmail.com,1916-02-19,1.111001001111001e+43,Seekers,The Mastermind – INTJ,"['ECE', 'AE']","['Videography', 'Fitness', 'Sports', 'Collecting', 'Photography', 'Traveling', 'Reading']"
918,james41,Vincent Johnson,M,"USS Maddox
FPO AE 57531",uwagner@yahoo.com,1996-11-21,1.1010110000000001e+43,Standers,The Doer – ESTP,"['CIV', 'ME', 'CSE', 'AE']","['Writing', 'Videography', 'Cooking', 'Fitness', 'Gaming', 'Music', 'Collecting', 'Traveling', 'Reading']"
919,bparrish,Madison Long,F,"5467 Rogers Ville Apt. 455
Kennethborough, VA 35384",jessica19@hotmail.com,1940-11-30,1.10011000011011e+40,Sitters,Visionary – ENTP,"['ECE', 'CIV', 'ME', 'AE']","['Writing', 'Cooking', 'Sports', 'Gaming', 'Gardening', 'Collecting', 'Photography', 'Traveling', 'Reading']"
920,christophermckenzie,Jerry Perkins,M,"6682 Michele Walks Suite 713
Angelamouth, AK 25438",nhess@yahoo.com,1945-06-07,1.001111110010111e+42,Seekers,Composer – ISFP,"['ECE', 'CIV', 'CSE', 'AE']","['Exploration', 'Sports', 'Gardening', 'Music', 'Crafting', 'Traveling', 'Reading']"
921,hsanchez,Denise Robinson,F,"USNS Lawson
FPO AE 04948",jodijackson@gmail.com,1970-01-20,1.000010000000011e+42,Standers,The Champion – ENFP,[],"['Cooking', 'Fitness', 'Music', 'Collecting', 'Photography', 'Reading']"
922,danielroy,Christopher Franco,M,"458 Cassandra Stream Apt. 622
Henryberg, CA 34342",madisonpoole@hotmail.com,1963-04-11,1.000001010100001e+41,Standers,The Commander – ENTJ,"['CIV', 'ME', 'CSE', 'AE']","['Exploration', 'Videography', 'Photography', 'Traveling', 'Reading']"
923,ryan35,Billy Mccormick,M,"8742 Reynolds Land
Clarkfurt, AL 95227",gmoore@hotmail.com,1983-05-11,1.001001000101011e+40,Standers,The Craftsman – ISTP,"['CIV', 'ME', 'CSE', 'AE']","['Exploration', 'Cooking', 'Sports', 'Gaming', 'Photography', 'Crafting', 'Traveling', 'Reading']"
924,james09,Tanya Phillips,F,"786 David River Suite 047
East Thomasfort, LA 17030",xmeza@yahoo.com,1933-03-15,1.1010010101100011e+41,Sitters,The Champion – ENFP,"['CSE', 'AE']","['Gaming', 'Crafting', 'Traveling', 'Reading']"
925,katherine89,Jeremy Morris,M,"PSC 6819, Box 6059
APO AE 36075",kristin60@yahoo.com,2016-08-20,1.0001110101100102e+43,Sitters,The Thinker – INTP,"['ECE', 'CIV', 'ME', 'CSE', 'AE']","['Exploration', 'Sports', 'Gaming', 'Crafting', 'Traveling', 'Reading']"
926,brianbecker,Dominique Crawford,F,"37472 Lindsey Drive Apt. 569
Port Kenneth, FL 61524",madison24@hotmail.com,1988-02-08,1.010011110001101e+43,Sitters,The Thinker – INTP,"['CSE', 'AE']","['Writing', 'Fitness', 'Sports', 'Gaming', 'Music', 'Photography', 'Reading']"
927,wdean,Sharon Reyes,F,"016 Smith Pike Apt. 993
Kimtown, KS 51718",christopher22@hotmail.com,1908-08-08,1.1111000011000101e+42,Sitters,Visionary – ENTP,"['ME', 'CSE', 'AE']","['Exploration', 'Writing', 'Videography', 'Cooking', 'Sports', 'Gardening', 'Music', 'Collecting', 'Photography', 'Crafting', 'Reading']"
